model_name,unit_no,game,medals,BB,RB,合成確率,BB確率,RB確率
ありふれた職業で世界最強,2192,490,-374,2,1,1/163.3,1/245.0,1/490.0
ありふれた職業で世界最強,2193,3484,-1403,20,12,1/108.9,1/174.2,1/290.3
ありふれた職業で世界最強,2194,597,9,3,1,1/149.2,1/199.0,1/597.0
ジャグラーガールズ,1145,4151,85,16,15,1/133.9,1/259.4,1/276.7
ジャグラーガールズ,1146,1141,-315,4,4,1/142.6,1/285.2,1/285.2
ジャグラーガールズ,1147,4202,1124,20,14,1/123.6,1/210.1,1/300.1
ジャグラーガールズ,1148,261,-232,0,1,1/261.0,1/0.0,1/261.0
ジャグラーガールズ,1149,6567,618,29,14,1/152.7,1/226.4,1/469.1
ジャグラーガールズ,1150,2928,397,13,7,1/146.4,1/225.2,1/418.3
回胴黙示録カイジ 狂宴,2151,1304,579,9,1,1/130.4,1/144.9,1/1304.0
回胴黙示録カイジ 狂宴,2152,737,626,7,1,1/92.1,1/105.3,1/737.0
回胴黙示録カイジ 狂宴,2153,848,-406,4,1,1/169.6,1/212.0,1/848.0
回胴黙示録カイジ 狂宴,2154,224,368,1,1,1/112.0,1/224.0,1/224.0
回胴黙示録カイジ 狂宴,2155,1237,-138,6,3,1/137.4,1/206.2,1/412.3
回胴黙示録カイジ 狂宴,2156,652,-279,3,1,1/163.0,1/217.3,1/652.0
ToLOVEるダークネス,2092,1263,-853,5,2,1/180.4,1/252.6,1/631.5
ToLOVEるダークネス,2093,317,-268,2,1,1/105.7,1/158.5,1/317.0
ToLOVEるダークネス,2094,2142,-1182,15,9,1/89.2,1/142.8,1/238.0
ToLOVEるダークネス,2095,0,0,0,0,1/0.0,1/0.0,1/0.0
ToLOVEるダークネス,2096,1072,13876,35,8,1/24.9,1/30.6,1/134.0
バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,2076,711,-203,7,8,1/47.4,1/101.6,1/88.9
バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,2077,162,2850,17,25,1/3.9,1/9.5,1/6.5
バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,2078,94,-179,0,0,1/0.0,1/0.0,1/0.0
バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,2079,2383,-79,24,28,1/45.8,1/99.3,1/85.1
バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,2080,0,0,0,0,1/0.0,1/0.0,1/0.0
L麻雀物語,2013,5682,-1756,25,7,1/177.6,1/227.3,1/811.7
L麻雀物語,2014,5536,-2885,23,13,1/153.8,1/240.7,1/425.8
L麻雀物語,2015,6263,485,32,9,1/152.8,1/195.7,1/695.9
L麻雀物語,2016,7638,891,40,19,1/129.5,1/190.9,1/402.0
うしおととら 白面決戦,2021,21,-32,0,0,1/0.0,1/0.0,1/0.0
うしおととら 白面決戦,2022,934,715,11,3,1/66.7,1/84.9,1/311.3
うしおととら 白面決戦,2023,949,-950,3,2,1/189.8,1/316.3,1/474.5
うしおととら 白面決戦,2024,1358,-1465,2,8,1/135.8,1/679.0,1/169.8
スーパーブラックジャック,2017,4815,274,66,5,1/67.8,1/73.0,1/963.0
スーパーブラックジャック,2018,2079,-1641,12,3,1/138.6,1/173.2,1/693.0
スーパーブラックジャック,2019,4109,-1968,31,7,1/108.1,1/132.5,1/587.0
スーパーブラックジャック,2020,3270,4250,80,4,1/38.9,1/40.9,1/817.5
チバリヨ2プラス,2081,616,-1018,0,1,1/616.0,1/0.0,1/616.0
チバリヨ2プラス,2082,1865,3188,22,11,1/56.5,1/84.8,1/169.5
チバリヨ2プラス,2083,114,-191,0,0,1/0.0,1/0.0,1/0.0
チバリヨ2プラス,2084,316,191,3,1,1/79.0,1/105.3,1/316.0
ナイツ,2025,744,-44,2,3,1/148.8,1/372.0,1/248.0
ナイツ,2026,214,-132,0,1,1/214.0,1/0.0,1/214.0
ナイツ,2027,265,-274,0,1,1/265.0,1/0.0,1/265.0
ナイツ,2028,466,-185,1,1,1/233.0,1/466.0,1/466.0
ハイパーラッシュ,2029,2119,597,10,4,1/151.4,1/211.9,1/529.8
ハイパーラッシュ,2030,5786,4338,36,6,1/137.8,1/160.7,1/964.3
ハイパーラッシュ,2031,2472,-1053,7,5,1/206.0,1/353.1,1/494.4
ハイパーラッシュ,2032,3689,112,15,5,1/184.4,1/245.9,1/737.8
痛いのは嫌なので防御力に極振りしたいと思います。,2009,2386,1253,17,8,1/95.4,1/140.4,1/298.2
痛いのは嫌なので防御力に極振りしたいと思います。,2010,448,-262,1,1,1/224.0,1/448.0,1/448.0
痛いのは嫌なので防御力に極振りしたいと思います。,2011,1321,-632,4,6,1/132.1,1/330.2,1/220.2
痛いのは嫌なので防御力に極振りしたいと思います。,2012,0,0,0,0,1/0.0,1/0.0,1/0.0
スマスロ炎炎ノ消防隊,2100,2651,6074,45,6,1/52.0,1/58.9,1/441.8
スマスロ炎炎ノ消防隊,2101,1234,-621,5,2,1/176.3,1/246.8,1/617.0
スマスロ炎炎ノ消防隊,2102,2649,6609,46,4,1/53.0,1/57.6,1/662.2
ルパン三世 大航海者の秘宝,2097,359,2656,14,3,1/21.1,1/25.6,1/119.7
ルパン三世 大航海者の秘宝,2098,446,-468,3,2,1/89.2,1/148.7,1/223.0
ルパン三世 大航海者の秘宝,2099,960,-1253,1,3,1/240.0,1/960.0,1/320.0
七つの魔剣が支配する,2042,3493,1824,44,10,1/64.7,1/79.4,1/349.3
七つの魔剣が支配する,2050,1089,-462,12,5,1/64.1,1/90.8,1/217.8
新ハナビ,2033,3424,-585,9,10,1/180.2,1/380.4,1/342.4
新ハナビ,2039,3183,91,12,7,1/167.5,1/265.2,1/454.7
バイオハザード RE:2,2034,516,-274,4,4,1/64.5,1/129.0,1/129.0
ボンバーガール,2035,280,856,7,8,1/18.7,1/40.0,1/35.0
新鬼武者2,2036,846,1265,16,8,1/35.2,1/52.9,1/105.8
グランベルム,2037,692,-762,2,0,1/346.0,1/346.0,1/0.0
交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,2038,4322,-1641,18,15,1/131.0,1/240.1,1/288.1
ひぐらしのなく頃に祭2,2040,5760,-2232,11,7,1/320.0,1/523.6,1/822.9
麻雀格闘倶楽部 覚醒,2041,797,-538,2,2,1/199.2,1/398.5,1/398.5
L サラリーマン金太郎,2043,1639,-1971,2,2,1/409.8,1/819.5,1/819.5
スーパービンゴネオ,2044,2698,-1562,18,5,1/117.3,1/149.9,1/539.6
ダンベル何キロ持てる？,2045,1539,-385,22,7,1/53.1,1/70.0,1/219.9
仮面ライダー電王,2046,393,709,14,4,1/21.8,1/28.1,1/98.2
Sister Quest,2047,1242,303,20,5,1/49.7,1/62.1,1/248.4
桃太郎電鉄 ～パチスロも定番!～,2048,2811,535,9,10,1/147.9,1/312.3,1/281.1
真・一騎当千,2049,2638,-2532,13,4,1/155.2,1/202.9,1/659.5
ゾンビランドサガ,2051,1777,-771,14,1,1/118.5,1/126.9,1/1777.0
シャーマンキング,2052,330,-479,1,0,1/330.0,1/330.0,1/0.0
ゴジラ,2053,3751,1403,20,12,1/117.2,1/187.6,1/312.6
少女☆歌劇 レヴュースタァライト ‐The SLOT‐,2054,7230,3809,31,75,1/68.2,1/233.2,1/96.4
ソードアート・オンライン,2055,0,0,0,0,1/0.0,1/0.0,1/0.0
シン・エヴァンゲリオン,2056,2426,-1756,10,3,1/186.6,1/242.6,1/808.7
島娘,2057,2798,-1421,16,14,1/93.3,1/174.9,1/199.9
キン肉マン～7人の悪魔超人編～,2058,1492,-559,10,6,1/93.2,1/149.2,1/248.7
