model_name,unit_no,2025-01-01 00:00:00,2025-01-02 00:00:00,2025-01-03 00:00:00,2025-01-04 00:00:00,2025-01-05 00:00:00,2025-01-06 00:00:00,2025-01-07 00:00:00,2025-01-08 00:00:00,2025-01-09 00:00:00,2025-01-10 00:00:00,2025-01-11 00:00:00,2025-01-12 00:00:00,2025-01-13 00:00:00,2025-01-14 00:00:00,2025-01-15 00:00:00,2025-01-16 00:00:00,2025-01-17 00:00:00,2025-01-18 00:00:00,2025-01-19 00:00:00,2025-01-20 00:00:00,2025-01-21 00:00:00,2025-01-22 00:00:00,2025-01-23 00:00:00,2025-01-24 00:00:00,2025-01-25 00:00:00,2025-01-26 00:00:00,2025-01-27 00:00:00,2025-01-28 00:00:00,2025-01-29 00:00:00,2025-01-30 00:00:00,2025-01-31 00:00:00,2025-02-01 00:00:00,2025-02-02 00:00:00,2025-02-03 00:00:00,2025-02-04 00:00:00,2025-02-05 00:00:00,2025-02-06 00:00:00,2025-02-07 00:00:00,2025-02-08 00:00:00,2025-02-09 00:00:00,2025-02-10 00:00:00,2025-02-11 00:00:00,2025-02-12 00:00:00,2025-02-13 00:00:00,2025-02-14 00:00:00,2025-02-15 00:00:00,2025-02-16 00:00:00,2025-02-17 00:00:00,2025-02-18 00:00:00,2025-02-19 00:00:00,2025-02-20 00:00:00,2025-02-21 00:00:00,2025-02-22 00:00:00,2025-02-23 00:00:00,2025-02-24 00:00:00,2025-02-25 00:00:00,2025-02-26 00:00:00,2025-03-01 00:00:00,2025-03-02 00:00:00,2025-03-03 00:00:00,2025-03-04 00:00:00,2025-03-05 00:00:00,2025-03-06 00:00:00,2025-03-07 00:00:00,2025-03-08 00:00:00,2025-03-09 00:00:00,2025-03-10 00:00:00,2025-03-11 00:00:00,2025-03-12 00:00:00,2025-03-13 00:00:00,2025-03-14 00:00:00,2025-03-15 00:00:00,2025-03-16 00:00:00,2025-03-17 00:00:00,2025-03-18 00:00:00,2025-03-19 00:00:00,2025-03-20 00:00:00,2025-03-21 00:00:00,2025-03-22 00:00:00,2025-03-23 00:00:00,2025-03-24 00:00:00,2025-03-25 00:00:00,2025-03-26 00:00:00,2025-03-27 00:00:00,2025-03-28 00:00:00,2025-03-29 00:00:00,2025-03-30 00:00:00,2025-03-31 00:00:00,2025-04-01 00:00:00,2025-04-02 00:00:00,2025-04-03 00:00:00,2025-04-04 00:00:00,2025-04-05 00:00:00,2025-04-06 00:00:00,2025-04-07 00:00:00,2025-04-08 00:00:00,2025-04-09 00:00:00,2025-04-10 00:00:00,2025-04-11 00:00:00,2025-04-12 00:00:00,2025-04-13 00:00:00,2025-04-14 00:00:00,2025-04-15 00:00:00,2025-04-16 00:00:00,TOTAL
アイムジャグラーEX-TP,1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.1,351.2,409.8,317.2
アイムジャグラーEX-TP,1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.4,587.1,204.6,233.2
アイムジャグラーEX-TP,1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アイムジャグラーEX-TP,1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アイムジャグラーEX-TP,1130,277.6,424.8,436.0,384.6,477.3,439.7,294.1,569.5,272.9,307.5,401.0,466.5,494.1,307.4,502.7,279.3,891.5,336.8,731.0,281.6,422.1,499.5,447.1,713.0,309.0,227.5,395.2,318.5,321.8,191.8,374.6,549.6,451.6,759.5,350.5,308.1,304.8,381.5,inf,393.1,631.8,321.6,286.4,1340.0,405.8,311.5,439.4,237.7,inf,432.0,420.2,875.0,394.5,373.1,382.8,295.2,327.2,268.3,389.4,287.9,436.4,808.2,287.3,357.9,469.5,362.5,308.7,421.9,1034.0,952.0,307.1,339.6,323.2,388.1,inf,700.7,320.8,455.5,434.7,415.1,421.5,341.2,193.4,220.3,278.5,653.3,1050.5,413.1,289.5,285.9,413.1,274.1,795.2,393.6,309.9,230.5,inf,302.0,607.2,253.2,368.6,616.3,495.7,392.9,345.6
アイムジャグラーEX-TP,1131,535.5,366.8,258.4,273.7,592.3,779.5,617.0,361.9,299.9,inf,234.5,290.1,317.0,323.5,482.9,1032.3,634.0,561.8,364.0,348.9,685.0,491.3,424.0,307.6,245.3,318.2,474.0,347.4,522.5,244.1,453.8,447.7,1050.7,320.2,256.5,686.8,442.0,inf,635.3,347.7,279.4,386.9,390.8,298.5,423.0,441.9,290.6,408.7,257.1,328.4,397.5,541.2,1058.0,286.6,354.7,605.8,366.6,295.8,457.2,794.0,407.7,238.6,307.0,485.0,305.7,589.4,inf,320.5,342.2,335.4,452.8,468.9,316.8,376.0,296.8,903.0,544.5,317.1,1071.5,275.2,430.3,299.7,456.1,586.5,569.0,369.4,479.6,314.7,412.0,350.4,314.7,1438.0,374.5,550.2,350.8,304.3,397.0,387.0,371.1,1212.0,512.2,251.2,374.9,202.1,354.6
アイムジャグラーEX-TP,1132,371.4,426.2,493.4,415.0,331.0,380.7,704.3,266.8,366.6,491.9,335.8,422.7,244.1,inf,379.2,401.5,351.1,387.6,294.5,387.8,412.5,338.9,362.1,313.8,385.6,297.0,250.0,369.1,417.2,406.3,286.0,219.5,372.7,473.3,676.0,1231.7,488.4,484.9,328.3,274.9,239.9,354.3,1067.0,434.5,306.2,350.5,653.0,226.5,507.0,274.3,629.7,586.4,232.9,388.2,1194.0,423.6,298.0,781.2,444.4,961.3,inf,435.3,379.3,541.0,319.6,432.3,425.5,308.0,625.0,219.8,418.3,488.3,542.0,365.0,inf,262.5,887.0,270.1,351.2,407.6,416.0,371.0,265.9,647.0,904.0,615.0,506.0,675.3,295.4,283.8,675.3,inf,612.7,773.0,231.9,332.8,258.7,204.0,257.7,560.0,373.5,394.7,349.3,241.8,353.5
アイムジャグラーEX-TP,1133,274.2,615.3,338.6,819.0,406.6,355.5,410.2,313.2,418.0,425.5,254.4,675.0,321.7,455.6,226.8,711.0,inf,345.2,inf,321.3,331.0,321.4,629.0,inf,275.8,354.7,419.3,783.0,328.4,450.6,295.2,565.1,260.9,359.3,635.0,710.0,412.5,1043.0,334.3,358.8,425.9,228.2,1718.0,1033.0,1135.0,251.2,542.6,249.1,1072.0,534.5,1838.0,683.7,631.5,265.4,244.0,424.4,214.1,243.2,2674.0,975.0,286.2,268.0,246.0,720.2,450.1,416.5,406.9,273.4,335.2,298.5,1333.3,262.7,208.7,450.5,534.2,308.5,312.6,792.0,inf,343.2,298.0,308.4,383.5,1279.0,211.9,364.0,332.4,304.6,392.4,325.8,304.6,inf,293.4,1007.3,455.2,173.4,667.3,313.2,422.8,427.6,366.3,301.7,370.7,333.0,342.2
アイムジャグラーEX-TP,1134,327.3,615.0,inf,356.2,286.3,364.8,421.4,574.0,270.4,380.7,231.0,359.8,460.6,467.0,209.1,443.9,269.2,578.0,313.6,716.0,299.5,inf,238.5,405.5,340.5,331.0,311.2,1328.0,326.8,262.7,280.3,434.1,370.6,271.5,inf,386.5,766.5,320.2,440.1,378.8,319.3,421.4,920.0,1527.0,447.2,396.1,380.4,319.8,594.0,inf,414.2,954.0,384.8,inf,943.0,307.5,254.0,275.3,517.1,593.5,600.7,517.3,279.9,230.3,255.7,311.4,inf,326.1,322.9,725.7,348.5,633.4,244.5,422.3,400.0,inf,245.3,250.1,568.2,377.7,inf,274.8,332.9,272.2,484.1,331.5,521.0,473.7,281.6,990.0,473.7,431.7,443.6,918.5,470.6,975.0,327.4,214.1,300.8,277.1,945.5,383.0,556.2,304.8,356.5
アイムジャグラーEX-TP,1135,408.3,576.0,341.9,415.8,470.4,423.7,923.5,inf,277.3,185.0,400.7,537.4,558.2,335.0,946.5,475.3,813.0,336.2,432.2,385.9,559.5,246.8,2192.0,481.9,533.1,178.9,320.6,449.0,568.0,401.7,550.1,291.8,358.7,630.5,364.4,281.5,368.5,331.6,890.0,228.1,798.0,272.8,309.5,462.0,249.3,379.7,463.8,380.3,1192.5,344.7,658.0,385.7,394.0,597.5,453.8,476.0,301.4,270.9,335.3,502.5,451.7,869.7,683.3,273.5,377.0,443.8,250.3,713.7,inf,399.1,421.4,362.6,380.4,353.8,374.2,334.1,1777.0,inf,343.5,265.4,217.9,378.9,318.8,427.2,609.0,358.3,393.8,976.0,533.0,489.3,976.0,239.2,385.9,400.2,595.4,526.7,349.9,inf,373.7,235.6,490.6,444.3,454.1,342.6,359.9
アイムジャグラーEX-TP,1136,548.7,361.3,310.0,335.1,273.3,287.9,1722.0,339.1,446.8,171.0,352.2,438.1,573.5,1328.0,332.5,272.1,249.8,inf,452.2,269.9,inf,338.4,328.1,762.7,435.0,508.1,378.0,410.1,295.9,319.9,343.7,383.4,482.9,480.8,263.0,454.0,305.8,444.8,506.0,553.7,318.1,593.9,358.8,432.2,inf,380.8,318.2,414.9,274.7,2267.0,656.5,385.2,271.4,296.3,inf,334.6,255.2,623.7,401.5,357.5,598.6,332.1,367.6,985.0,570.6,421.2,270.3,577.5,303.4,1484.0,476.4,395.6,394.1,479.8,816.0,415.4,405.5,362.4,426.1,534.0,467.0,444.3,269.9,312.3,637.9,427.9,294.8,292.1,629.5,426.7,292.1,inf,1183.2,331.6,876.6,278.6,345.1,537.2,536.6,263.6,501.0,228.1,409.8,382.9,377.8
アイムジャグラーEX-TP,1151,479.2,375.4,191.5,472.0,560.0,373.7,574.4,901.0,244.6,291.5,363.7,1918.0,333.7,356.7,248.5,469.0,310.4,407.8,2717.0,443.5,477.2,336.8,606.8,226.2,280.0,474.9,558.5,629.2,396.9,506.2,386.7,252.8,299.2,258.8,351.2,388.0,488.1,264.8,509.0,609.4,466.8,268.5,512.8,366.1,645.0,455.4,673.7,253.0,343.8,347.7,1181.0,1266.0,390.2,429.2,729.5,388.0,315.1,286.0,425.2,1194.0,287.4,319.5,555.0,621.0,252.5,387.9,662.4,338.5,657.5,441.4,556.6,356.2,276.0,381.8,1121.0,373.8,459.4,294.2,269.2,398.6,533.0,924.0,303.4,171.7,892.5,470.3,698.7,320.4,255.6,336.8,320.4,719.5,301.5,569.0,285.8,199.2,422.7,416.5,457.7,309.8,394.5,363.8,267.6,367.7,353.4
アイムジャグラーEX-TP,1152,432.0,319.9,459.0,807.2,395.5,508.5,294.5,inf,387.0,248.9,369.0,523.5,394.0,537.0,298.3,315.7,303.5,407.0,381.4,657.0,216.2,316.0,332.3,310.5,668.8,301.4,inf,345.3,507.0,433.4,318.1,213.9,493.7,257.8,inf,342.1,inf,227.1,617.7,310.0,253.1,262.3,967.5,614.7,715.0,209.3,341.6,719.0,547.3,399.1,362.0,343.0,523.8,279.6,367.0,400.1,370.5,261.5,868.8,350.3,320.0,653.2,231.5,1229.0,298.5,460.3,891.0,245.7,inf,333.4,1058.0,493.4,168.5,223.3,252.1,624.4,941.5,inf,265.1,1482.0,449.0,314.3,342.7,509.5,444.8,543.3,411.6,327.4,230.5,620.7,327.4,280.8,670.0,890.0,538.7,292.4,670.0,353.6,307.2,206.3,391.5,396.2,343.4,635.5,337.4
アイムジャグラーEX-TP,1153,200.7,396.0,481.5,370.5,431.9,307.5,353.3,643.0,481.2,359.8,259.0,443.6,458.0,481.3,491.4,363.0,423.0,580.7,296.2,358.5,588.6,478.0,inf,607.3,230.7,276.9,603.6,inf,1022.0,354.1,385.3,339.6,313.8,196.6,609.0,387.0,1106.0,inf,1269.5,248.1,531.0,316.4,317.6,225.5,811.3,490.7,346.1,401.5,inf,325.0,351.2,269.5,349.6,469.9,345.9,1224.5,223.6,389.2,520.8,252.7,518.0,397.1,632.5,299.3,598.2,373.9,274.8,inf,187.0,373.6,330.9,352.0,620.2,307.7,inf,1262.0,341.6,180.8,344.3,506.2,475.0,362.8,383.8,371.9,208.2,664.7,606.3,266.8,301.2,317.9,266.8,366.8,657.1,275.8,367.5,382.6,292.7,inf,300.6,584.0,296.6,1435.0,321.3,787.5,344.6
アイムジャグラーEX-TP,1154,716.8,238.4,525.5,397.3,326.0,278.8,285.4,366.3,399.5,inf,235.2,317.5,286.9,677.0,516.4,309.8,593.3,345.4,565.0,324.0,439.8,322.6,242.0,347.8,174.4,312.3,inf,366.0,402.0,296.8,282.4,266.0,1898.0,312.7,350.4,357.1,180.0,423.8,1218.2,538.0,inf,293.6,363.5,276.4,1283.0,324.1,341.6,297.5,407.8,inf,483.0,339.1,352.2,639.0,381.2,602.0,314.6,264.0,330.4,327.6,241.6,266.7,217.4,inf,472.7,529.5,inf,260.9,300.6,508.3,379.6,287.2,963.0,575.3,1071.0,419.7,308.5,307.4,431.1,638.0,602.3,305.6,263.1,362.8,819.5,524.6,1045.0,560.8,411.5,491.0,560.8,458.7,275.7,inf,265.9,369.3,497.4,331.7,224.6,552.5,inf,319.0,420.2,548.7,339.3
アイムジャグラーEX-TP,1155,426.6,333.2,286.6,719.0,313.2,300.5,696.8,448.0,758.5,404.8,339.6,981.5,323.9,298.4,402.8,564.5,296.3,296.5,373.8,420.8,487.8,462.6,688.8,354.3,317.2,193.4,402.4,351.7,392.1,748.5,267.5,1045.2,405.7,355.6,874.0,217.5,inf,437.0,334.9,346.1,368.8,519.5,inf,309.2,613.3,406.9,360.9,552.8,404.0,296.5,254.1,351.9,785.8,316.3,526.8,254.5,370.2,314.8,309.8,250.9,390.0,318.5,1390.0,279.2,386.4,455.9,311.3,349.1,266.6,538.0,456.7,344.9,440.4,394.7,420.9,290.8,288.1,248.2,409.4,348.7,541.3,354.6,466.1,349.5,504.3,682.8,328.5,365.9,712.6,649.0,365.9,511.4,282.0,1987.0,357.6,1170.0,195.6,340.4,548.0,247.4,385.8,566.4,671.5,308.1,361.2
TOTAL,,347.6,352.7,315.2,408.0,383.1,350.8,429.4,423.9,319.8,317.4,296.5,426.6,363.8,390.6,323.0,382.1,360.7,373.2,395.2,343.2,387.6,356.4,406.0,363.6,290.2,274.4,398.5,430.2,370.2,297.1,331.4,335.6,386.3,294.0,361.7,352.6,370.9,368.5,509.1,336.2,349.5,318.6,428.0,377.8,428.7,339.3,384.7,301.3,360.7,373.7,438.8,393.5,363.2,339.4,402.8,369.5,286.7,309.8,431.0,392.7,375.3,342.5,306.7,366.2,356.8,414.8,367.2,314.8,311.3,369.0,428.5,365.4,357.5,368.9,395.5,381.9,355.4,289.5,389.0,385.8,334.6,339.2,304.6,283.8,412.4,463.4,431.3,362.6,339.8,377.7,362.6,351.2,394.0,479.3,368.7,287.8,346.4,333.7,346.6,273.8,404.3,336.5,357.5,322.9,351.6
