model_name,unit_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミスタージャグラー,331,2,1,1,1,0.0,0.0,0,5,8,1.0,2360,295.0,181.5,0.0,0.0,2,1,1,1,0.0,0.0,0,15,11,1.0,3954,359.5,152.1,0.0,0.0,1,1,1,1,0.0,0.0,0,1,0,1.0,707,0.0,707.0,0.0,0.0,2,1,1,1,0.0,0.0,0,10,4,1.0,2004,501.0,143.1,0.0,0.0,2,1,1,1,0.0,0.0,0,3,2,1.0,976,488.0,195.2,0.0,0.0,1,1,1,1,0.0,0.0,0,2,0,1.0,631,0.0,315.5,0.0,0.0,1,1,1,1,0.0,0.0,0,2,4,1.0,1300,325.0,216.7,0.0,0.0,2,1,1,1,0.0,0.0,0,11,11,1.0,3302,300.2,150.1,0.0,0.0,2,1,1,1,0.0,0.0,0,10,3,1.0,1900,633.3,146.2,0.0,0.0,1,1,1,1,0.0,0.0,0,5,3,1.0,1546,515.3,193.2,0.0,0.0,2,1,1,1,0.0,0.0,0,11,5,1.0,2012,402.4,125.8,0.0,0.0,2,1,1,1,0.0,0.0,0,3,3,1.0,1618,539.3,269.7,0.0,0.0,2,1,1,1,0.0,0.0,0,12,18,1.0,5206,289.2,173.5,0.0,0.1,1,1,1,1,0.0,0.0,0,3,2,1.0,1430,715.0,286.0,0.0,0.0,2,1,1,1,0.0,0.0,0,13,10,1.0,3551,355.1,154.4,0.0,0.0,2,1,1,1,0.0,0.0,0,4,4,1.0,1402,350.5,175.2,0.0,0.0,2,1,1,1,0.0,0.0,0,2,5,1.0,1780,356.0,254.3,0.0,0.0,1,1,1,1,0.0,0.0,0,3,3,1.0,1209,403.0,201.5,0.0,0.0,1,1,1,1,0.0,0.0,0,3,4,1.0,986,246.5,140.9,0.0,0.0,1,1,1,1,0.0,0.0,0,9,4,1.0,2395,598.8,184.2,0.0,0.0,2,1,1,1,0.0,0.0,0,16,11,1.0,4517,410.6,167.3,0.0,0.0,1,1,1,1,0.0,0.0,0,16,11,1.0,3852,350.2,142.7,0.0,0.0
ミスタージャグラー,332,1,1,1,1,0.0,0.0,0,1,0,1.0,671,0.0,671.0,0.0,0.0,1,1,1,1,0.0,0.0,0,10,6,1.0,2624,437.3,164.0,0.0,0.0,2,1,1,1,0.0,0.0,0,9,8,1.0,2589,323.6,152.3,0.0,0.0,1,1,1,1,0.0,0.0,0,2,1,1.0,622,622.0,207.3,0.0,0.0,1,1,1,1,0.0,0.0,0,2,0,1.0,407,0.0,203.5,0.0,0.0,2,1,1,1,0.0,0.0,0,2,0,1.0,834,0.0,417.0,0.0,0.0,2,1,1,1,0.0,0.0,0,9,5,1.0,3493,698.6,249.5,0.0,0.0,1,1,1,1,0.0,0.0,0,4,3,1.0,1587,529.0,226.7,0.0,0.0,1,1,1,1,0.0,0.0,0,0,0,1.0,751,0.0,0.0,0.0,0.0,2,1,1,1,0.0,0.0,0,12,2,1.0,2247,1123.5,160.5,0.0,0.0,1,1,1,1,0.0,0.0,0,5,3,1.0,1291,430.3,161.4,0.0,0.0,1,1,1,1,0.0,0.0,0,7,1,1.0,1515,1515.0,189.4,0.0,0.0,1,1,1,1,0.0,0.0,0,5,3,1.0,1977,659.0,247.1,0.0,0.0,2,1,1,1,0.0,0.0,0,9,3,1.0,2619,873.0,218.2,0.0,0.0,1,1,1,1,0.0,0.0,0,2,3,1.0,1264,421.3,252.8,0.0,0.0,1,1,1,1,0.0,0.0,0,3,1,1.0,793,793.0,198.2,0.0,0.0,1,1,1,1,0.0,0.0,0,1,0,1.0,686,0.0,686.0,0.0,0.0,2,1,1,1,0.0,0.0,0,21,16,1.0,6823,426.4,184.4,0.0,0.0,2,1,1,1,0.0,0.0,0,5,5,1.0,1476,295.2,147.6,0.0,0.0,2,1,1,1,0.0,0.0,0,9,3,1.0,2495,831.7,207.9,0.0,0.0,1,1,1,1,0.0,0.0,0,3,1,1.0,781,781.0,195.2,0.0,0.0,2,1,1,1,0.0,0.0,0,21,19,1.0,4294,226.0,107.4,0.0,0.0
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ジャグラーガールズ,333,1,1,1,1,0.0,0.0,0,3,2,1.0,1068,534.0,213.6,0.0,0.0,2,1,1,1,0.0,0.0,0,14,19,1.0,5338,280.9,161.8,0.0,0.16,2,1,1,1,0.0,0.0,0,7,6,1.0,1747,291.2,134.4,0.0,0.0,2,1,1,1,0.0,0.0,0,12,7,1.0,2880,411.4,151.6,0.0,0.0,1,1,1,1,0.0,0.0,0,4,0,1.0,626,0.0,156.5,0.0,0.0,1,1,1,1,0.0,0.0,0,5,1,1.0,1057,1057.0,176.2,0.0,0.0,2,1,1,1,0.0,0.0,0,10,2,1.0,2788,1394.0,232.3,0.0,0.0,1,1,1,1,0.0,0.0,0,2,1,1.0,1135,1135.0,378.3,0.0,0.0,1,1,1,1,0.0,0.0,0,3,0,1.0,961,0.0,320.3,0.0,0.0,1,1,1,1,0.0,0.0,0,9,6,1.0,1504,250.7,100.3,0.0,0.0,1,1,1,1,0.0,0.0,0,2,0,1.0,434,0.0,217.0,0.0,0.0,1,1,1,1,0.0,0.0,0,7,3,1.0,1257,419.0,125.7,0.0,0.0,2,1,1,1,0.0,0.0,0,17,9,1.0,4105,456.1,157.9,0.0,0.0,2,1,1,1,0.0,0.0,0,7,7,1.0,2361,337.3,168.6,0.0,0.0,2,1,1,1,0.0,0.0,0,9,8,1.0,3077,384.6,181.0,0.0,0.0,2,1,1,1,0.0,0.0,0,20,7,1.0,3760,537.1,139.3,0.0,0.0,2,1,1,1,0.0,0.0,0,4,2,1.0,1331,665.5,221.8,0.0,0.0,1,1,1,1,0.0,0.0,0,0,2,1.0,559,279.5,279.5,0.0,0.0,2,1,1,1,0.0,0.0,0,18,13,1.0,3304,254.2,106.6,0.0,0.0,1,1,1,1,0.0,0.0,0,1,2,1.0,771,385.5,257.0,0.0,0.0,2,1,1,1,0.0,0.0,0,26,15,1.0,5756,383.7,140.4,0.0,0.11,1,1,1,1,0.0,0.0,0,7,4,1.0,1154,288.5,104.9,0.0,0.0
ジャグラーガールズ,334,2,1,1,1,0.0,0.0,0,8,7,1.0,2649,378.4,176.6,0.0,0.0,1,1,1,1,0.0,0.0,0,1,5,1.0,1331,266.2,221.8,0.0,0.0,1,1,1,1,0.0,0.0,0,4,3,1.0,903,301.0,129.0,0.0,0.0,1,1,1,1,0.0,0.0,0,3,1,1.0,949,949.0,237.2,0.0,0.0,2,1,1,1,0.0,0.0,0,19,8,1.0,2788,348.5,103.3,0.0,0.0,2,1,1,1,0.0,0.0,0,5,6,1.0,2830,471.7,257.3,0.0,0.0,1,1,1,1,0.0,0.0,0,7,7,1.0,2316,330.9,165.4,0.0,0.0,2,1,1,1,0.0,0.0,0,10,3,1.0,2706,902.0,208.2,0.0,0.0,2,1,1,1,0.0,0.0,0,5,5,1.0,1573,314.6,157.3,0.0,0.0,2,1,1,1,0.0,0.0,0,2,2,1.0,1515,757.5,378.8,0.0,0.0,2,1,1,1,0.0,0.0,0,9,8,1.0,2961,370.1,174.2,0.0,0.0,2,1,1,1,0.0,0.0,0,10,6,1.0,1627,271.2,101.7,0.0,0.0,1,1,1,1,0.0,0.0,0,14,8,1.0,3545,443.1,161.1,0.0,0.0,1,1,1,1,0.0,0.0,0,7,7,1.0,2220,317.1,158.6,0.0,0.0,1,1,1,1,0.0,0.0,0,7,6,1.0,2513,418.8,193.3,0.0,0.0,1,1,1,1,0.0,0.0,0,1,1,1.0,558,558.0,279.0,0.0,0.0,1,1,1,1,0.0,0.0,0,1,3,1.0,1301,433.7,325.2,0.0,0.0,2,1,1,1,0.0,0.0,0,2,2,1.0,935,467.5,233.8,0.0,0.0,1,1,1,1,0.0,0.0,0,1,1,1.0,480,480.0,240.0,0.0,0.0,2,1,1,1,0.0,0.0,0,29,15,1.0,7608,507.2,172.9,0.0,0.0,1,1,1,1,0.0,0.0,0,0,2,1.0,590,295.0,295.0,0.0,0.0,2,1,1,1,0.0,0.0,0,5,1,1.0,1173,1173.0,195.5,0.0,0.0
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,335,1,1,1,1,0.0,0.0,0,6,5,1.0,1867,373.4,169.7,5.33,0.0,4,1,1,1,0.0,0.0,0,17,15,1.0,4732,315.5,147.9,5.87,0.0,2,1,1,1,0.0,0.0,0,22,13,1.0,4676,359.7,133.6,7.05,0.0,3,1,1,1,0.0,0.0,0,18,13,1.0,4122,317.1,133.0,6.78,0.0,2,1,1,1,0.0,0.0,0,6,5,1.0,1573,314.6,143.0,6.11,0.0,2,1,1,1,0.0,0.0,0,3,2,1.0,1513,756.5,302.6,4.16,0.0,4,1,1,1,0.0,0.0,0,25,24,1.0,7034,293.1,143.6,5.93,0.29000000000000004,3,1,1,1,0.0,0.0,0,30,18,1.0,5662,314.6,118.0,8.38,0.0,2,1,1,1,0.0,0.0,0,8,8,1.0,2757,344.6,172.3,5.15,0.0,4,1,1,1,0.0,0.0,0,22,20,1.0,4919,246.0,117.1,7.49,0.0,2,1,1,1,0.0,0.0,0,4,1,1.0,982,982.0,196.4,5.51,0.0,2,1,1,1,0.0,0.0,0,6,3,1.0,1831,610.3,203.4,5.05,0.0,4,1,1,1,0.0,0.0,0,15,19,1.0,5579,293.6,164.1,5.14,0.9099999999999999,3,1,1,1,0.0,0.0,0,11,5,1.0,3954,790.8,247.1,4.6,0.0,2,1,1,1,0.0,0.0,0,10,10,1.0,3426,342.6,171.3,5.17,0.0,4,1,1,1,0.0,0.0,0,21,21,1.0,5790,275.7,137.9,6.1,0.25,3,1,1,1,0.0,0.0,0,12,12,1.0,3577,298.1,149.0,5.7,0.0,3,1,1,1,0.0,0.0,0,19,18,1.0,5393,299.6,145.8,5.87,0.33,4,1,1,1,0.0,0.0,0,21,18,1.0,5227,290.4,134.0,6.47,0.060000000000000005,2,1,1,1,0.0,0.0,0,19,18,1.0,4134,229.7,111.7,7.91,0.0,4,1,1,1,0.0,0.0,0,26,12,1.0,5092,424.3,134.0,7.42,0.0,3,1,1,1,0.0,0.0,0,10,3,1.0,1776,592.0,136.6,7.87,0.0
ゴーゴージャグラー3,336,2,1,1,1,0.0,0.0,0,16,13,1.0,3802,292.5,131.1,6.71,0.0,2,1,1,1,0.0,0.0,0,12,8,1.0,2602,325.2,130.1,7.09,0.0,1,1,1,1,0.0,0.0,0,4,4,1.0,2089,522.2,261.1,4.25,0.0,1,1,1,1,0.0,0.0,0,3,0,1.0,594,0.0,198.0,6.08,0.0,1,1,1,1,0.0,0.0,0,2,2,1.0,1342,671.0,335.5,3.95,0.0,1,1,1,1,0.0,0.0,0,1,0,1.0,590,0.0,590.0,3.78,0.0,1,1,1,1,0.0,0.0,0,6,1,1.0,1715,1715.0,245.0,4.9,0.0,1,1,1,1,0.0,0.0,0,6,7,1.0,1885,269.3,145.0,5.68,0.0,1,1,1,1,0.0,0.0,0,9,5,1.0,1969,393.8,140.6,6.73,0.0,3,1,1,1,0.0,0.0,0,13,10,1.0,2259,225.9,98.2,11.0,0.0,4,1,1,1,0.0,0.0,0,7,8,1.0,2249,281.1,149.9,5.55,0.0,4,1,1,1,0.0,0.0,0,15,17,1.0,4322,254.2,135.1,6.06,0.0,1,1,1,1,0.0,0.0,0,9,6,1.0,2691,448.5,179.4,5.29,0.0,2,1,1,1,0.0,0.0,0,15,10,1.0,3850,385.0,154.0,5.95,0.0,3,1,1,1,0.0,0.0,0,22,8,1.0,4349,543.6,145.0,7.02,0.0,3,1,1,1,0.0,0.0,0,16,11,1.0,3998,363.5,148.1,6.13,0.0,2,1,1,1,0.0,0.0,0,8,9,1.0,2957,328.6,173.9,5.04,0.0,2,1,1,1,0.0,0.0,0,14,15,1.0,3110,207.3,107.2,8.09,0.0,1,1,1,1,0.0,0.0,0,7,4,1.0,1329,332.2,120.8,8.18,0.0,1,1,1,1,0.0,0.0,0,12,9,1.0,2776,308.4,132.2,6.77,0.0,3,1,1,1,0.0,0.0,0,12,8,1.0,3308,413.5,165.4,5.61,0.0,2,1,1,1,0.0,0.0,0,4,3,1.0,1557,519.0,222.4,4.64,0.0
ゴーゴージャグラー3,337,3,1,1,1,0.0,0.0,0,18,14,1.0,4254,303.9,132.9,6.67,0.0,3,1,1,1,0.0,0.0,0,10,10,1.0,3066,306.6,153.3,5.58,0.0,4,1,1,1,0.0,0.0,0,37,24,1.0,6243,260.1,102.3,10.79,0.0,2,1,1,1,0.0,0.0,0,0,4,1.0,1006,251.5,251.5,3.73,0.0,4,1,1,1,0.0,0.0,0,29,22,1.0,6578,299.0,129.0,6.95,0.0,4,1,1,1,0.0,0.0,0,14,12,1.0,3448,287.3,132.6,6.55,0.0,2,1,1,1,0.0,0.0,0,14,7,1.0,3415,487.9,162.6,5.93,0.0,2,1,1,1,0.0,0.0,0,27,24,1.0,4727,197.0,92.7,11.84,0.0,3,1,1,1,0.0,0.0,0,17,16,1.0,3764,235.2,114.1,7.69,0.0,1,1,1,1,0.0,0.0,0,6,1,1.0,1306,1306.0,186.6,5.92,0.0,3,1,1,1,0.0,0.0,0,3,2,1.0,1038,519.0,207.6,4.85,0.0,1,1,1,1,0.0,0.0,0,1,2,1.0,880,440.0,293.3,3.93,0.0,2,1,1,1,0.0,0.0,0,11,9,1.0,3549,394.3,177.4,5.19,0.0,1,1,1,1,0.0,0.0,0,14,10,1.0,3034,303.4,126.4,7.23,0.0,4,1,1,1,0.0,0.0,0,28,18,1.0,6172,342.9,134.2,6.89,0.0,2,1,1,1,0.0,0.0,0,13,8,1.0,3434,429.2,163.5,5.73,0.0,4,1,1,1,0.0,0.0,0,23,21,1.0,6414,305.4,145.8,5.9,0.26,1,1,1,1,0.0,0.0,0,0,0,1.0,480,0.0,0.0,3.17,0.0,2,1,1,1,0.0,0.0,0,5,8,1.0,2488,311.0,191.4,4.61,0.0,4,1,1,1,0.0,0.0,0,24,25,1.0,5771,230.8,117.8,7.16,0.03,2,1,1,1,0.0,0.0,0,11,4,1.0,1852,463.0,123.5,8.91,0.0,1,1,1,1,0.0,0.0,0,2,3,1.0,1155,385.0,231.0,4.3,0.0
ゴーゴージャグラー3,338,4,1,1,1,0.0,0.0,0,16,15,1.0,4412,294.1,142.3,6.0,0.0,1,1,1,1,0.0,0.0,0,2,5,1.0,1807,361.4,258.1,4.01,0.0,3,1,1,1,0.0,0.0,0,24,13,1.0,4943,380.2,133.6,7.19,0.0,4,1,1,1,0.0,0.0,0,21,16,1.0,5429,339.3,146.7,6.07,0.1,3,1,1,1,0.0,0.0,0,7,3,1.0,1897,632.3,189.7,5.37,0.0,3,1,1,1,0.0,0.0,0,8,2,1.0,1926,963.0,192.6,5.59,0.0,3,1,1,1,0.0,0.0,0,28,14,1.0,5888,420.6,140.2,6.89,0.0,4,1,1,1,0.0,0.0,0,41,22,1.0,6607,300.3,104.9,11.06,0.0,4,1,1,1,0.0,0.0,0,22,23,1.0,5945,258.5,132.1,6.29,0.19,2,1,1,1,0.0,0.0,0,10,12,1.0,2234,186.2,101.5,8.49,0.0,1,1,1,1,0.0,0.0,0,0,1,1.0,479,479.0,479.0,3.44,0.0,3,1,1,1,0.0,0.0,0,12,4,1.0,3136,784.0,196.0,5.38,0.0,3,1,1,1,0.0,0.0,0,22,20,1.0,5506,275.3,131.1,6.54,0.060000000000000005,4,1,1,1,0.0,0.0,0,20,13,1.0,5392,414.8,163.4,5.68,0.16999999999999998,1,1,1,1,0.0,0.0,0,11,9,1.0,3367,374.1,168.4,5.38,0.0,1,1,1,1,0.0,0.0,0,12,4,1.0,2778,694.5,173.6,5.91,0.0,1,1,1,1,0.0,0.0,0,2,1,1.0,699,699.0,233.0,4.7,0.0,4,1,1,1,0.0,0.0,0,31,20,1.0,6096,304.8,119.5,8.03,0.0,3,1,1,1,0.0,0.0,0,11,8,1.0,3335,416.9,175.5,5.31,0.0,3,1,1,1,0.0,0.0,0,21,21,1.0,5042,240.1,120.0,7.07,0.05,1,1,1,1,0.0,0.0,0,2,2,1.0,839,419.5,209.8,4.63,0.0,4,1,1,1,0.0,0.0,0,13,11,1.0,3428,311.6,142.8,6.1,0.0
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンキージャグラー2,339,1,1,1,1,0.0,0.0,0,1,4,1.0,1154,288.5,230.8,4.02,0.0,2,1,1,1,0.0,0.0,0,27,7,1.0,7139,1019.9,210.0,5.23,0.02,2,1,1,1,0.0,0.0,0,4,2,1.0,1203,601.5,200.5,5.08,0.0,2,1,1,1,0.0,0.0,0,5,4,1.0,1022,255.5,113.6,8.12,0.0,1,1,1,1,0.0,0.0,0,2,1,1.0,1447,1447.0,482.3,3.75,0.0,2,1,1,1,0.0,0.0,0,5,6,1.0,2152,358.7,195.6,4.69,0.0,1,1,1,1,0.0,0.0,0,6,4,1.0,2180,545.0,218.0,4.72,0.0,1,1,1,1,0.0,0.0,0,7,5,1.0,1681,336.2,140.1,6.4,0.0,1,1,1,1,0.0,0.0,0,5,4,1.0,1822,455.5,202.4,4.81,0.0,1,1,1,1,0.0,0.0,0,0,1,1.0,374,374.0,374.0,3.52,0.0,1,1,1,1,0.0,0.0,0,5,4,1.0,2102,525.5,233.6,4.5,0.0,1,1,1,1,0.0,0.0,0,1,3,1.0,1001,333.7,250.2,3.99,0.0,2,1,1,1,0.0,0.0,0,11,6,1.0,2829,471.5,166.4,5.73,0.0,2,1,1,1,0.0,0.0,0,12,10,1.0,3878,387.8,176.3,5.19,0.0,3,1,1,1,0.0,0.0,0,17,9,1.0,3846,427.3,147.9,6.41,0.0,2,1,1,1,0.0,0.0,0,4,4,1.0,2028,507.0,253.5,4.28,0.0,2,1,1,1,0.0,0.0,0,8,5,1.0,2747,549.4,211.3,4.82,0.0,1,1,1,1,0.0,0.0,0,10,5,1.0,2450,490.0,163.3,5.89,0.0,1,1,1,1,0.0,0.0,0,1,1,1.0,680,680.0,340.0,3.93,0.0,2,1,1,1,0.0,0.0,0,15,4,1.0,3209,802.2,168.9,6.19,0.0,3,1,1,1,0.0,0.0,0,35,21,1.0,7706,367.0,137.6,6.77,0.0,2,1,1,1,0.0,0.0,0,4,3,1.0,1646,548.7,235.1,4.51,0.0
ファンキージャグラー2,340,3,1,1,1,0.0,0.0,0,16,11,1.0,3443,313.0,127.5,7.19,0.0,1,1,1,1,0.0,0.0,0,10,7,1.0,2810,401.4,165.3,5.56,0.0,1,1,1,1,0.0,0.0,0,2,2,1.0,948,474.0,237.0,4.39,0.0,3,1,1,1,0.0,0.0,0,18,2,1.0,3129,1564.5,156.4,7.33,0.0,3,1,1,1,0.0,0.0,0,8,9,1.0,3382,375.8,198.9,4.68,0.0,1,1,1,1,0.0,0.0,0,2,3,1.0,1090,363.3,218.0,4.38,0.0,3,1,1,1,0.0,0.0,0,21,15,1.0,4754,316.9,132.1,6.83,0.0,3,1,1,1,0.0,0.0,0,22,12,1.0,5350,445.8,157.4,6.01,0.03,3,1,1,1,0.0,0.0,0,14,6,1.0,2635,439.2,131.8,7.69,0.0,3,1,1,1,0.0,0.0,0,23,10,1.0,4717,471.7,142.9,6.9,0.0,3,1,1,1,0.0,0.0,0,13,6,1.0,2715,452.5,142.9,6.82,0.0,2,1,1,1,0.0,0.0,0,15,7,1.0,3089,441.3,140.4,6.95,0.0,1,1,1,1,0.0,0.0,0,11,2,1.0,2196,1098.0,168.9,6.43,0.0,1,1,1,1,0.0,0.0,0,17,8,1.0,3092,386.5,123.7,8.27,0.0,1,1,1,1,0.0,0.0,0,5,3,1.0,1579,526.3,197.4,5.03,0.0,1,1,1,1,0.0,0.0,0,3,3,1.0,1642,547.3,273.7,4.17,0.0,3,1,1,1,0.0,0.0,0,12,5,1.0,2783,556.6,163.7,6.03,0.0,2,1,1,1,0.0,0.0,0,8,6,1.0,2574,429.0,183.9,5.12,0.0,3,1,1,1,0.0,0.0,0,14,16,1.0,4501,281.3,150.0,5.53,0.0,1,1,1,1,0.0,0.0,0,6,1,1.0,689,689.0,98.4,26.06,0.0,1,1,1,1,0.0,0.0,0,4,1,1.0,1332,1332.0,266.4,4.6,0.0,1,1,1,1,0.0,0.0,0,2,1,1.0,1010,1010.0,336.7,4.08,0.0
ファンキージャグラー2,341,2,1,1,1,0.0,0.0,0,5,3,1.0,2003,667.7,250.4,4.47,0.0,3,1,1,1,0.0,0.0,0,28,22,1.0,7185,326.6,143.7,6.13,0.07,3,1,1,1,0.0,0.0,0,2,4,1.0,1952,488.0,325.3,3.83,0.0,1,1,1,1,0.0,0.0,0,3,0,1.0,641,0.0,213.7,5.68,0.0,2,1,1,1,0.0,0.0,0,9,7,1.0,2147,306.7,134.2,6.58,0.0,3,1,1,1,0.0,0.0,0,11,6,1.0,3511,585.2,206.5,4.95,0.0,2,1,1,1,0.0,0.0,0,13,12,1.0,4060,338.3,162.4,5.4,0.0,2,1,1,1,0.0,0.0,0,12,10,1.0,4525,452.5,205.7,4.75,0.0,2,1,1,1,0.0,0.0,0,5,6,1.0,2043,340.5,185.7,4.81,0.0,2,1,1,1,0.0,0.0,0,5,3,1.0,1122,374.0,140.2,6.62,0.0,2,1,1,1,0.0,0.0,0,12,3,1.0,2214,738.0,147.6,7.25,0.0,3,1,1,1,0.0,0.0,0,13,8,1.0,3637,454.6,173.2,5.46,0.0,3,1,1,1,0.0,0.0,0,21,25,1.0,7219,288.8,156.9,5.32,0.87,3,1,1,1,0.0,0.0,0,27,15,1.0,6150,410.0,146.4,6.42,0.01,2,1,1,1,0.0,0.0,0,18,7,1.0,3604,514.9,144.2,6.96,0.0,3,1,1,1,0.0,0.0,0,9,2,1.0,2493,1246.5,226.6,5.04,0.0,1,1,1,1,0.0,0.0,0,7,4,1.0,2737,684.2,248.8,4.5,0.0,3,1,1,1,0.0,0.0,0,11,5,1.0,3057,611.4,191.1,5.29,0.0,2,1,1,1,0.0,0.0,0,7,4,1.0,1650,412.5,150.0,6.24,0.0,3,1,1,1,0.0,0.0,0,23,9,1.0,4589,509.9,143.4,7.0,0.0,2,1,1,1,0.0,0.0,0,10,1,1.0,2447,2447.0,222.5,5.29,0.0,3,1,1,1,0.0,0.0,0,12,9,1.0,3422,380.2,163.0,5.56,0.0
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
